"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","test_part","stim","subjectKey","src_subject_id","site","interview_date","session","sex","sample_group","interview_age","index","response"
"3607.4299999745563","<h1 style=""color:white;"">Welcome to the experiment!</h1><p style=""color:white;"">Press any key to continue.</p>","32","html-keyboard-response","0","3611","0.0-0.0","","","","","","","","","","","",""
"7162.889999977779","<h2 style=""color:white;"">In this task you will listen to a series of audio clips.</h2><h2 style=""color:white;"">The task is split into two test blocks, with a listening block in-between.</h2><p style=""color:white;"">Press any key to continue.</p>","32","html-keyboard-response","1","10777","0.0-1.0-0.0","","","","","","","","","","","",""
"7806.790000002366","<h2 style=""color:white;"">In the test blocks you will listen to a series of audio clips, and will have to indicate whether you heard speech in each clip.</h2><p style=""color:white;"">Press any key to continue.</p>","32","html-keyboard-response","2","18584","0.0-1.0-1.0","","","","","","","","","","","",""
"3583.985000033863","<h2 style=""color:white;"">In the listening block you just have to listen to several audio recordings. No response is required.</h2><p style=""color:white;"">Press any key to continue.</p>","32","html-keyboard-response","3","22170","0.0-1.0-2.0","","","","","","","","","","","",""
"10580.939999956172","<h2 style=""color:white;"">We will now begin the first test block.</h2> <p style=""color:white;"">Press any key to begin.</p>","32","html-keyboard-response","4","32752","0.0-1.0-3.0","","","","","","","","","","","",""
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","5","33754","0.0-2.0-0.0","","","","","","","","","","","",""
"null","sounds/unintel_45/U_BKBQ0608.WAV","null","audio-keyboard-response","6","35746","0.0-2.0-1.0","","","","","","","","","","","",""
"5453.850000048988","<h1 style=""color:white;"">Could you hear speech in the audio?</h1><h3 style=""color:white;"">Press ""1"" for YES &nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp Press ""0"" for NO</h3>","48","html-keyboard-response","7","41202","0.0-2.0-2.0","unintel","608.wav","GUID","309901","30","must be formatted exactly thusly: MM/DD/YYYY","??","??","?? maybe 1=Clinical; 2=Healthy control","integer number of months","1","0"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","8","42205","0.0-2.0-0.1","","","","","","","","","","","",""
"null","sounds/unintel_45/U_BKBQ0115.WAV","null","audio-keyboard-response","9","43907","0.0-2.0-1.1","","","","","","","","","","","",""
"940.8549999934621","<h1 style=""color:white;"">Could you hear speech in the audio?</h1><h3 style=""color:white;"">Press ""1"" for YES &nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp Press ""0"" for NO</h3>","48","html-keyboard-response","10","44850","0.0-2.0-2.1","unintel","115.wav","GUID","309901","30","must be formatted exactly thusly: MM/DD/YYYY","??","??","?? maybe 1=Clinical; 2=Healthy control","integer number of months","2","0"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","11","45852","0.0-2.0-0.2","","","","","","","","","","","",""
"null","sounds/unintel_45/U_BKBQ0514.WAV","null","audio-keyboard-response","12","47756","0.0-2.0-1.2","","","","","","","","","","","",""
"635.29499998549","<h1 style=""color:white;"">Could you hear speech in the audio?</h1><h3 style=""color:white;"">Press ""1"" for YES &nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp Press ""0"" for NO</h3>","48","html-keyboard-response","13","48392","0.0-2.0-2.2","unintel","514.wav","GUID","309901","30","must be formatted exactly thusly: MM/DD/YYYY","??","??","?? maybe 1=Clinical; 2=Healthy control","integer number of months","3","0"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","14","49396","0.0-2.0-0.3","","","","","","","","","","","",""
"null","sounds/intel_45/I_BKBQ0214.wav","null","audio-keyboard-response","15","51288","0.0-2.0-1.3","","","","","","","","","","","",""
"775.7699999492615","<h1 style=""color:white;"">Could you hear speech in the audio?</h1><h3 style=""color:white;"">Press ""1"" for YES &nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp Press ""0"" for NO</h3>","49","html-keyboard-response","16","52065","0.0-2.0-2.3","intel","214.wav","GUID","309901","30","must be formatted exactly thusly: MM/DD/YYYY","??","??","?? maybe 1=Clinical; 2=Healthy control","integer number of months","4","1"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","17","53067","0.0-2.0-0.4","","","","","","","","","","","",""
"null","sounds/intel_45/I_BKBQ0307.wav","null","audio-keyboard-response","18","55456","0.0-2.0-1.4","","","","","","","","","","","",""
"176.8900000024587","<h1 style=""color:white;"">Could you hear speech in the audio?</h1><h3 style=""color:white;"">Press ""1"" for YES &nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp Press ""0"" for NO</h3>","49","html-keyboard-response","19","55634","0.0-2.0-2.4","intel","307.wav","GUID","309901","30","must be formatted exactly thusly: MM/DD/YYYY","??","??","?? maybe 1=Clinical; 2=Healthy control","integer number of months","5","1"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","20","56637","0.0-2.0-0.5","","","","","","","","","","","",""
"null","sounds/intel_45/I_BKBQ0202.wav","null","audio-keyboard-response","21","58457","0.0-2.0-1.5","","","","","","","","","","","",""
"126.54999998630956","<h1 style=""color:white;"">Could you hear speech in the audio?</h1><h3 style=""color:white;"">Press ""1"" for YES &nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp Press ""0"" for NO</h3>","49","html-keyboard-response","22","58585","0.0-2.0-2.5","intel","202.wav","GUID","309901","30","must be formatted exactly thusly: MM/DD/YYYY","??","??","?? maybe 1=Clinical; 2=Healthy control","integer number of months","6","1"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","23","59587","0.0-2.0-0.6","","","","","","","","","","","",""
"null","sounds/intel_45/I_BKBQ0413.wav","null","audio-keyboard-response","24","61976","0.0-2.0-1.6","","","","","","","","","","","",""
"975.8399999700487","<h1 style=""color:white;"">Could you hear speech in the audio?</h1><h3 style=""color:white;"">Press ""1"" for YES &nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp Press ""0"" for NO</h3>","49","html-keyboard-response","25","62952","0.0-2.0-2.6","intel","413.wav","GUID","309901","30","must be formatted exactly thusly: MM/DD/YYYY","??","??","?? maybe 1=Clinical; 2=Healthy control","integer number of months","7","1"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","26","63955","0.0-2.0-0.7","","","","","","","","","","","",""
"null","sounds/intel_45/I_BKBQ0514.wav","null","audio-keyboard-response","27","66266","0.0-2.0-1.7","","","","","","","","","","","",""
"750.8650000090711","<h1 style=""color:white;"">Could you hear speech in the audio?</h1><h3 style=""color:white;"">Press ""1"" for YES &nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp Press ""0"" for NO</h3>","49","html-keyboard-response","28","67018","0.0-2.0-2.7","intel","514.wav","GUID","309901","30","must be formatted exactly thusly: MM/DD/YYYY","??","??","?? maybe 1=Clinical; 2=Healthy control","integer number of months","8","1"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","29","68019","0.0-2.0-0.8","","","","","","","","","","","",""
"null","sounds/unintel_45/U_BKBQ0304.WAV","null","audio-keyboard-response","30","69726","0.0-2.0-1.8","","","","","","","","","","","",""
"761.5299999597482","<h1 style=""color:white;"">Could you hear speech in the audio?</h1><h3 style=""color:white;"">Press ""1"" for YES &nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp Press ""0"" for NO</h3>","48","html-keyboard-response","31","70488","0.0-2.0-2.8","unintel","304.wav","GUID","309901","30","must be formatted exactly thusly: MM/DD/YYYY","??","??","?? maybe 1=Clinical; 2=Healthy control","integer number of months","9","0"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","32","71490","0.0-2.0-0.9","","","","","","","","","","","",""
"null","sounds/intel_45/I_BKBQ0613.wav","null","audio-keyboard-response","33","73246","0.0-2.0-1.9","","","","","","","","","","","",""
"770.4249999951571","<h1 style=""color:white;"">Could you hear speech in the audio?</h1><h3 style=""color:white;"">Press ""1"" for YES &nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp Press ""0"" for NO</h3>","49","html-keyboard-response","34","74017","0.0-2.0-2.9","intel","613.wav","GUID","309901","30","must be formatted exactly thusly: MM/DD/YYYY","??","??","?? maybe 1=Clinical; 2=Healthy control","integer number of months","10","1"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","35","75020","0.0-2.0-0.10","","","","","","","","","","","",""
"null","sounds/unintel_45/U_BKBQ0205.WAV","null","audio-keyboard-response","36","76597","0.0-2.0-1.10","","","","","","","","","","","",""
"849.6199999935925","<h1 style=""color:white;"">Could you hear speech in the audio?</h1><h3 style=""color:white;"">Press ""1"" for YES &nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp Press ""0"" for NO</h3>","48","html-keyboard-response","37","77448","0.0-2.0-2.10","unintel","205.wav","GUID","309901","30","must be formatted exactly thusly: MM/DD/YYYY","??","??","?? maybe 1=Clinical; 2=Healthy control","integer number of months","11","0"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","38","78450","0.0-2.0-0.11","","","","","","","","","","","",""
"null","sounds/intel_45/I_BKBQ0309.wav","null","audio-keyboard-response","39","80569","0.0-2.0-1.11","","","","","","","","","","","",""
